Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,waist_roll_joint_dof,waist_pitch_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,left_wrist_roll_joint_dof,left_wrist_pitch_joint_dof,left_wrist_yaw_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof,right_wrist_roll_joint_dof,right_wrist_pitch_joint_dof,right_wrist_yaw_joint_dof
32,-73.32451629638672,6.008334159851074,44.62509536743164,-6.6872994855179035,-12.27278424439492,153.674947185436,1.918784,-0.12122051,-5.118377,144.51921,-35.711052,-12.542253,-6.228809,1.7380731,20.038624,146.72986,-42.930454,13.394716,-1.7259873,3.3264906,9.871661,-0.76563245,22.352547,-26.997313,56.20833,0.7467645,5.595003,14.787748,-4.581631,-16.282042,25.234215,49.168377,1.4628575,-3.6704051,-24.747026
33,-73.9510726928711,6.317582130432129,44.903743743896484,-6.616733903807642,-10.765649798996938,152.33189322931943,0.13242036,-0.09813692,-4.3457766,143.84055,-33.458683,-12.347564,-7.7218537,0.86357224,20.472502,145.81253,-41.49157,13.716393,-1.9813716,3.2399511,10.328206,-3.0446794,22.539347,-28.002169,56.698345,1.3176333,5.6938353,14.776926,-6.251233,-16.159822,25.27914,46.893772,0.995871,-3.4626594,-26.413315
34,-74.47786712646484,6.633058071136475,45.287330627441406,-6.429163097087468,-9.30628266834344,151.00469540803493,-1.9052645,-0.11258174,-3.5199797,143.04344,-31.077578,-12.2789345,-9.352542,0.23039323,20.849117,144.88159,-38.74773,13.917738,-2.1763828,3.0510662,10.973037,-5.493106,22.8645,-28.833899,56.77815,1.5241258,5.62836,14.771108,-7.718797,-16.039473,25.309586,44.7964,0.3855058,-3.1168864,-27.234724
35,-74.92920684814453,6.948402404785156,45.71315002441406,-6.139496944598931,-7.573164754584643,149.7946623078517,-4.470603,-0.22021435,-2.8741133,142.28851,-27.573572,-12.273611,-11.256364,-0.45248073,21.225271,144.0672,-36.215134,13.880184,-2.3916154,2.7279289,11.653602,-8.80594,23.360268,-29.804745,57.11531,1.9911035,5.5848193,14.909477,-9.404753,-15.908309,25.659115,43.28539,-0.8201898,-2.7380471,-28.102446
36,-75.31051635742188,7.278059959411621,46.209632873535156,-5.873336071416431,-5.849846882359118,148.74287207426536,-7.294838,-0.48421523,-2.3731673,141.5333,-23.808525,-12.46076,-13.27967,-0.42067823,21.35899,143.09529,-32.25904,14.197681,-2.5021234,2.2425559,12.700543,-12.9721155,23.944342,-30.93507,57.525852,1.9041109,5.7217503,15.039312,-11.391739,-15.755484,26.335693,42.601204,-1.287596,-2.9428258,-29.22829
37,-75.63053131103516,7.635163307189941,46.74624252319336,-5.620641610231103,-4.131501080918277,148.09242413451875,-9.917231,-0.48813432,-2.2205384,140.68987,-21.542667,-12.477884,-15.271867,0.02775326,21.362288,142.03549,-28.104033,14.814761,-2.5439558,1.7573317,14.008281,-17.821291,24.561508,-32.461926,58.017776,2.7611191,5.6722045,15.680386,-13.9892645,-15.584684,26.957403,42.458626,-1.7344334,-2.8191552,-30.029318
38,-75.92323303222656,7.997260093688965,47.0582389831543,-5.289706368108999,-1.941372169911693,147.48461734272084,-12.979042,-0.9387548,-1.9800487,140.26103,-18.540949,-13.000311,-17.699306,0.10280052,21.548946,141.22588,-24.292322,14.788477,-2.6281888,1.0361016,15.541784,-23.40173,25.228634,-34.21386,58.77702,2.4601004,5.2141314,15.725413,-17.292995,-15.3450985,27.442753,42.454235,-1.9472607,-2.715435,-30.740973
39,-76.18775939941406,8.369037628173828,47.40316390991211,-5.0113623439551045,0.14436000304106042,147.20291100413928,-16.043653,-1.9460621,-2.159818,139.81676,-15.786741,-13.764165,-20.074257,0.14731182,21.62528,140.53036,-21.140919,14.573898,-2.5754418,0.2648137,17.135841,-29.106905,25.816185,-35.482674,58.98745,2.3580651,5.215712,16.454954,-21.112495,-15.083884,27.86881,42.672146,-2.277802,-2.6423967,-31.93911
40,-76.42475891113281,8.784151077270508,47.39107894897461,-4.928819030727286,2.5169589738577685,146.76025964959197,-18.56923,-2.4430025,-2.5460494,139.79814,-15.045471,-14.08784,-22.105944,1.1628953,21.618486,139.84532,-17.740591,14.9617195,-2.4777987,-0.21870042,18.956816,-34.540447,26.220896,-36.61592,58.429356,2.359655,5.249757,18.151697,-25.816921,-14.754354,28.14694,43.22015,-2.0510995,-2.3638914,-33.525063
41,-76.64374542236328,9.199563026428223,47.1543083190918,-4.549735038681644,4.850998401278402,146.38747898670653,-20.942287,-3.5603652,-2.6464765,139.9979,-13.77252,-14.939943,-24.24771,1.7272589,21.76266,139.4201,-14.659391,14.830109,-2.532015,-0.8063401,20.756172,-39.57853,26.443289,-37.260212,57.59729,1.9911966,5.0707097,19.142075,-30.727564,-14.355913,28.0975,43.81591,-1.7496951,-1.6349336,-34.786617
42,-76.85661315917969,9.601967811584473,46.778663635253906,-3.8998979753388854,7.22510617534956,146.09247490797975,-23.351011,-4.23074,-1.7009689,140.215,-11.3612385,-15.000033,-26.222412,2.1890943,21.732197,138.70398,-10.890791,15.000033,-2.7206597,-1.5071902,22.715904,-44.078384,26.458721,-38.135086,56.346058,1.218592,4.266275,20.779612,-36.257576,-13.978821,28.731958,45.007473,-1.2234942,-1.4797739,-36.1592
43,-77.02542877197266,10.019418716430664,46.30813217163086,-3.434612125004865,9.273187575687396,145.98863947714943,-25.30529,-4.9796147,-1.4472857,140.70155,-10.07362,-15.000033,-27.79319,3.12512,21.546,138.13939,-7.910906,15.000033,-2.8419983,-1.8554047,24.4718,-47.434315,26.219116,-38.34773,54.46838,0.832243,4.133821,22.910666,-41.55086,-13.62135,29.175766,46.47092,-0.04825136,-1.5312432,-37.672874
44,-77.15341186523438,10.457291603088379,45.70156478881836,-3.1273642255592184,11.230244673811526,145.55246160943136,-26.396128,-5.453445,-1.2775893,141.12454,-10.087286,-15.000033,-29.042728,4.3625307,21.029833,137.564,-5.595178,15.000033,-2.9540398,-1.8529756,25.87866,-49.826992,25.726292,-38.505276,52.52395,0.5881258,3.5729828,25.256268,-46.484516,-13.191175,29.621141,47.875084,0.64592814,-1.1028818,-39.169125
45,-77.25096130371094,10.82493782043457,45.34505844116211,-2.779909341972185,12.825910938520915,144.83714750285748,-27.91898,-5.907353,-0.7094587,141.35115,-8.854273,-15.000033,-30.442694,4.5781302,20.74436,137.0344,-4.464991,15.000033,-2.8266714,-1.9803942,27.120218,-51.24048,24.96925,-38.990025,50.157093,1.0710723,2.952597,28.307493,-50.989235,-12.738443,30.590881,49.857964,1.5063099,-1.230205,-40.57143
46,-77.33409118652344,11.148406982421875,45.180259704589844,-1.6372487817623091,14.485342456271058,144.87283729735364,-30.088402,-5.955746,0.7936163,141.04836,-5.2424574,-15.000033,-31.388638,4.675735,20.608168,136.49886,-2.7395673,15.000033,-2.9795532,-2.3129506,28.2417,-52.66058,24.091469,-39.64631,48.10334,2.227753,2.5029504,30.828655,-55.17769,-12.320093,31.694891,52.04723,2.0299942,-1.2664589,-41.601933
47,-77.35935974121094,11.457651138305664,45.017906188964844,-0.9668980409999856,15.841358951851834,144.75512937458876,-31.846869,-5.5072722,1.5917399,141.00664,-3.5321991,-15.000033,-32.351818,4.9564223,20.32596,135.89915,-1.0339316,15.000033,-2.9485753,-2.4741666,29.279213,-54.016064,23.040417,-40.438965,46.24381,3.3283505,2.4311426,33.39494,-58.98573,-11.831877,32.665714,54.42726,2.9903438,-1.1908782,-42.115887
48,-77.35630798339844,11.723714828491211,44.80034255981445,-0.4040357417787984,17.406048568193597,144.6101465934899,-33.900597,-5.1019588,2.1851916,141.17725,-2.0454097,-15.000033,-33.57367,4.908188,19.95877,135.68187,-0.71217895,15.000033,-2.919115,-2.5962734,29.793802,-55.070713,21.887188,-41.37046,44.894615,4.859024,2.365437,35.01667,-61.73008,-11.303054,33.725174,56.174786,3.479578,-1.2514741,-42.755386
49,-77.33065032958984,11.933935165405273,44.49755859375,0.47236252512832794,19.176664804310974,144.8440314097745,-36.224407,-4.7758384,2.9099686,141.3948,0.5916941,-15.000033,-34.89533,5.0587497,19.955915,135.72806,0.17425123,15.000033,-3.0031736,-2.719123,29.793802,-55.92617,20.64884,-42.1286,44.04402,6.097515,2.6010356,37.09181,-63.784393,-10.773092,35.02456,57.83638,3.8174095,-1.2865077,-43.537037
50,-77.28268432617188,12.053363800048828,44.5145378112793,1.3185969457014242,20.430324386707664,145.09484495999547,-38.516464,-4.434539,3.847126,141.25511,2.788213,-15.000033,-36.306473,4.372899,19.790989,135.5432,0.21712022,15.000033,-2.975723,-2.976081,29.793802,-56.629402,19.427774,-42.902443,43.57581,7.111318,2.3120146,38.211727,-64.891785,-10.255107,36.100582,59.37485,3.29211,-1.3913598,-44.782696
51,-77.2014389038086,12.123329162597656,44.505985260009766,1.7692383008137769,21.26537340608224,145.2806617752865,-40.04976,-4.014041,4.394979,141.24675,4.4734154,-15.000033,-37.529392,4.163248,19.666626,135.58223,0.8806583,15.000033,-3.0172565,-3.0895104,29.793802,-57.313473,18.287807,-43.6428,43.33053,8.198592,1.8569767,39.46301,-65.333626,-9.753082,36.29534,60.153316,2.988432,-1.6851315,-45.952705
52,-77.08106994628906,12.15914535522461,44.51823806762695,1.7597603013004435,21.831256825156093,145.19435870448035,-41.2621,-3.782384,4.446981,141.40186,5.3489013,-15.000033,-38.84482,4.070135,19.422142,135.75203,1.6700301,15.000033,-3.0411267,-2.9887834,29.793802,-58.044262,17.231129,-44.16051,43.443176,8.607685,1.7836595,39.697952,-65.347496,-9.270575,36.33804,60.151554,2.8497515,-1.9327823,-47.069214
53,-76.92633056640625,12.147102355957031,44.57694625854492,2.0311832309699946,22.276359786175632,144.99387357941467,-42.17214,-3.249946,5.126125,141.26532,6.109606,-15.000033,-39.9007,3.7763443,19.631338,136.01624,1.2525016,15.000033,-3.2067254,-2.9226315,29.793802,-58.82968,16.266752,-45.04062,43.802055,9.213582,1.0354924,40.025738,-65.31885,-8.745122,36.30774,59.92109,2.525587,-2.2612126,-48.14961
54,-76.73040771484375,12.123523712158203,44.66624450683594,2.095733363333801,22.139427264764876,144.7689518800389,-42.50752,-2.9224968,5.5028634,141.22021,6.846451,-15.000033,-40.541912,3.8844154,19.796854,136.37291,1.2360584,15.000033,-3.4498296,-2.7904487,29.793802,-59.550495,15.375347,-45.69847,44.74331,9.319118,0.9768393,39.363605,-65.11082,-8.18419,36.238754,59.527554,2.3022292,-2.341492,-48.86529
