Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,waist_roll_joint_dof,waist_pitch_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,left_wrist_roll_joint_dof,left_wrist_pitch_joint_dof,left_wrist_yaw_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof,right_wrist_roll_joint_dof,right_wrist_pitch_joint_dof,right_wrist_yaw_joint_dof
55,35.52983856201172,35.3848762512207,80.71292877197266,6.705163788304729,-6.281123441361086,47.28751576753437,-7.2285185,-7.224813,-0.9263748,33.768593,-14.364796,2.1465335,-25.51102,-21.379665,-12.572843,83.94233,-9.108232,-1.5066637,-1.0236021,-3.021373,7.779801,-1.3134156,13.18729,-25.85978,65.214,-4.2195935,4.6278563,11.609081,9.212364,-15.687641,31.471598,64.90692,3.595198,1.7471342,-8.595643
56,37.65715408325195,37.537960052490234,80.95306396484375,6.501498986089267,-6.791970497465253,47.07527242112713,-3.6260583,-6.475555,-0.13964042,33.1938,-15.24347,1.9541206,-28.748148,-22.323467,-14.3108015,78.994,-10.363417,-1.9129047,-1.7935045,-2.860091,8.139385,-3.358167,13.907208,-25.063824,62.42662,-4.2127676,4.554481,12.073807,10.160965,-15.39563,30.654598,65.04496,3.327848,2.0104563,-8.62144
57,40.045047760009766,39.73593521118164,80.97884368896484,7.0136311418823745,-6.759177490204137,46.54820248798736,-0.31435776,-6.798988,-0.05809982,32.11127,-15.945357,1.450422,-31.869696,-22.584646,-15.66528,71.89382,-9.778117,-1.5733515,-2.7060626,-2.630916,8.305264,-5.2545943,14.675419,-24.177233,59.79227,-4.43298,3.8616407,11.557847,11.594582,-15.110553,29.245052,64.626976,3.8016455,1.4520469,-8.333373
58,42.654754638671875,42.009910583496094,80.98069763183594,6.8380025118287024,-5.996280629368574,46.21079554691282,2.4245307,-6.014928,0.4241309,31.150465,-16.857185,0.75928205,-33.739914,-22.186,-16.57684,62.946453,-8.376592,-1.1333864,-3.5702226,-2.2127643,8.507965,-6.4112096,15.441755,-23.617065,57.050056,-5.216161,2.9024334,11.692047,12.4849,-14.763721,28.535244,64.86954,3.726988,1.8429328,-7.9028444
59,45.43814468383789,44.32957458496094,80.73373413085938,6.681563329786494,-5.2440893425694055,46.36582276690949,5.0110736,-5.2531514,0.5378329,30.577824,-17.617878,-0.16269082,-34.24336,-21.111206,-17.60449,51.971245,-7.5621424,0.37287584,-4.103765,-1.5430293,8.611195,-7.323402,16.115873,-23.260727,54.381298,-5.6175733,2.6077096,11.408359,13.304516,-14.537025,28.267376,65.09794,3.2173111,2.1657119,-7.9998384
60,48.335662841796875,46.6839599609375,80.27819061279297,6.477341448369386,-3.8365905105082674,47.59650993044133,7.0473323,-4.400341,0.15102209,30.151472,-17.931166,-1.1546581,-33.504555,-19.616873,-18.274256,41.204338,-8.68811,2.8571687,-4.6420317,-1.0115266,8.439571,-7.9104095,16.736166,-22.875704,52.600662,-4.4822993,2.6266856,10.950125,14.179929,-14.356974,28.00185,65.37365,3.8203034,2.9295459,-8.453088
61,51.257347106933594,49.02545166015625,79.58868408203125,6.211974145229679,-2.948404840852357,48.063365702454405,9.165229,-3.3627827,-0.25976968,30.891731,-18.309328,-2.2739124,-32.395123,-17.965593,-18.6485,33.775005,-10.224374,4.543821,-4.965949,-0.22369146,8.012153,-7.761621,17.10518,-22.798223,51.670048,-4.6041346,2.3067605,11.665277,15.323737,-14.129462,27.88767,65.69719,5.380553,2.988831,-8.323202
62,54.14213562011719,51.34080505371094,79.0040512084961,5.4251269643771,-2.3710999336307457,48.68658466002616,10.709643,-1.6612036,-0.40055504,32.380318,-17.881807,-3.4327884,-31.340017,-16.446926,-19.14385,31.56341,-10.440895,4.518191,-5.375445,0.66681594,7.508552,-6.916838,17.208618,-22.307718,51.170387,-5.8102374,2.469398,12.07525,16.340162,-13.7504015,28.163118,66.31206,6.8804126,3.149426,-8.317097
63,56.93910598754883,53.60234832763672,78.83187103271484,4.312029852949139,-2.275456863368713,49.11529164419664,11.128407,0.45820513,-0.37604442,35.092525,-14.625672,-5.063099,-29.716328,-15.565797,-20.168055,33.05348,-9.345401,3.071559,-5.6811113,1.3337164,6.943376,-5.2720847,17.096184,-22.966143,51.923588,-5.382065,2.6282759,12.103998,16.933447,-13.33847,28.1734,67.59216,8.332923,2.5718377,-8.695747
64,59.61106872558594,55.783226013183594,78.67494201660156,3.111520610007376,-3.1349429672005673,49.20208053778147,10.638091,2.3564465,-0.7077239,40.27347,-10.443682,-6.654149,-29.03192,-15.133994,-21.001095,36.892944,-7.119101,-0.025552737,-6.0090423,2.2018187,6.296279,-3.37857,16.762327,-24.02999,54.020573,-6.102493,2.4039073,11.909348,17.412704,-12.828336,27.840368,68.24526,9.514682,2.716121,-9.020413
65,62.16884231567383,57.896453857421875,78.697021484375,1.561084685246254,-3.9154376347464486,49.39501070533028,8.795719,4.4071193,-0.66409826,48.473343,-5.7053766,-7.597358,-27.752073,-14.1441765,-21.599638,40.169674,-7.013255,-2.1781194,-6.1072807,2.9591486,5.9196353,-1.3412635,16.228735,-24.94174,56.840893,-6.983304,2.299248,12.234338,17.459248,-12.255227,27.29151,69.16155,10.195184,2.6992307,-9.16899
66,64.63219451904297,59.93300247192383,79.007080078125,0.7782655161421466,-4.8381051311794,48.553743148755544,3.5660677,5.764268,-2.109009,60.396667,-1.0205531,-8.9658575,-25.091965,-13.478818,-22.542448,42.7371,-9.70928,-3.7717552,-5.818142,3.4365532,5.7469926,0.1681141,15.714191,-26.551985,59.905476,-6.946334,2.235174,11.147302,17.008078,-11.82727,26.629332,69.02899,10.548834,2.9902062,-9.869408
67,67.03424072265625,61.9122200012207,79.30278778076172,-0.012012406999314315,-5.788731147488978,47.79576970803159,-2.3534591,8.235156,-1.7823157,70.83714,2.4003804,-8.196017,-21.519018,-12.2121525,-23.20896,43.55426,-12.126816,-4.60766,-5.1616254,3.939095,5.89276,2.1393685,15.160617,-27.96494,62.526608,-6.798895,2.8100097,10.311008,15.715532,-11.656479,25.695948,69.32135,11.668389,2.6428742,-10.583034
68,69.42176818847656,63.85551071166992,79.69389343261719,-0.7421241206907497,-6.309112335774608,46.86877003492793,-8.767307,10.629037,-1.189592,79.84765,2.7309437,-6.164501,-18.143797,-10.275236,-22.904945,43.23253,-14.65835,-4.570247,-4.0918684,4.402923,5.9934306,3.9018764,14.732847,-28.667095,64.14401,-6.7439866,3.238225,9.758194,14.348137,-11.856991,24.86772,68.851,11.371924,2.847622,-11.513536
69,71.83806610107422,65.76488494873047,80.32722473144531,-0.8446456545068451,-6.587422191698678,46.186637812272785,-14.729932,12.290214,-0.56495404,85.39631,1.2121673,-4.0712547,-14.693365,-8.71081,-21.914396,41.850178,-16.033077,-4.1765327,-2.7559187,4.8468194,6.0872817,5.4100375,14.394709,-28.718126,65.2023,-7.1686153,4.029497,8.723659,12.473239,-12.454889,24.619753,67.97614,10.707177,3.298213,-11.995744
70,74.30789184570312,67.66362762451172,80.96675109863281,-0.8573208745466805,-6.447012004971408,45.56202630832033,-20.415833,13.139921,0.42527974,87.8545,-0.57582295,-2.589845,-11.077475,-7.3249354,-21.374668,39.38665,-17.401146,-3.1923735,-1.3850704,5.012485,5.99155,6.9221263,14.200109,-28.409658,65.65655,-6.0764747,4.688381,8.235488,11.088573,-13.370214,23.939272,65.43967,11.641547,3.2569842,-13.170986
71,76.84796142578125,69.55766296386719,81.6169204711914,-0.6776204298890312,-6.186434955640012,45.10688169221665,-25.529839,13.219821,1.5837497,87.32835,-2.4258075,-2.1397967,-7.658474,-6.4137535,-20.971502,37.166187,-17.280653,-1.9998323,0.0036045762,5.2673626,6.0719843,7.9319563,14.230862,-28.211739,65.76959,-5.575123,5.044897,7.9835935,9.518727,-14.695318,23.345062,62.775078,11.374437,2.8533897,-13.674172
72,79.47298431396484,71.45533752441406,82.11326599121094,-0.22752772173513586,-5.988563964867725,45.085397331539625,-30.064991,12.136977,2.4928327,84.35215,-2.9692283,-1.8993728,-4.326829,-5.9941072,-20.6343,35.493114,-17.198315,-0.96565914,1.2414011,5.382134,6.320336,9.34328,14.260456,-27.205954,65.06115,-5.4934716,5.4599295,7.4141307,8.012779,-16.258757,22.365084,59.845703,11.905691,2.4630308,-13.833563
73,82.18238830566406,73.3729019165039,82.41519927978516,0.32082175069437974,-5.8858518430143985,45.4215404774088,-33.253906,11.24036,3.7515354,77.161446,-2.144115,-1.354992,-1.0682807,-6.0514646,-20.90696,34.66046,-17.200579,0.07825838,2.2292256,5.2591043,6.842978,10.617203,14.215015,-26.341328,64.76353,-4.81676,5.9126773,7.0774612,6.356949,-17.971903,21.446426,56.67285,12.40832,2.2677147,-14.781502
74,84.96199035644531,75.33890533447266,82.6046371459961,0.8343194468511873,-5.173697893057386,45.47960054800812,-35.603035,9.262319,4.812117,68.59215,-0.3987073,-2.0296357,1.542436,-5.5965776,-20.37392,33.40083,-17.246101,0.97823083,3.1099598,5.3242908,7.150434,11.840712,14.050375,-25.513466,64.35474,-4.400396,6.0242352,6.70652,4.4642177,-19.821428,20.402958,54.891293,12.349438,2.2887146,-14.395638
75,87.78047180175781,77.35653686523438,82.28130340576172,0.9166390674796713,-4.282798105037292,45.556898296747995,-37.309776,7.37073,5.1577625,59.279255,1.132671,-2.865024,4.0898614,-4.2839675,-19.256727,31.775469,-18.788511,1.5899795,3.7787478,5.4962945,7.460727,13.10023,13.849144,-25.032722,63.64279,-3.6522717,6.094377,6.4946766,3.5620914,-21.529905,19.42424,52.378506,11.672211,2.41492,-14.469806
76,90.5915756225586,79.40866088867188,81.84739685058594,0.5070158485127103,-3.83983873624103,45.691972377382285,-36.83599,6.2849894,7.1292405,47.596775,3.0207398,-3.7029996,7.19636,-2.7826993,-18.88307,30.277414,-19.380436,2.2365668,4.3496075,5.511657,7.5864787,14.148168,13.457378,-25.245586,63.395134,-4.0889173,6.2123566,6.423547,2.1718292,-23.042007,18.7594,51.25734,12.296159,2.5734842,-14.190548
77,93.37200927734375,81.48731231689453,81.10880279541016,0.21585434681526322,-2.730013555389269,45.46488224776144,-36.230366,4.4658084,7.815243,37.031033,3.918416,-5.556981,9.205414,-1.2533587,-17.4071,29.34761,-20.496664,1.9183484,4.9269238,5.4814982,7.439684,15.042833,12.968957,-25.265747,63.580616,-4.6258864,6.3962564,6.935007,1.4349322,-24.178885,18.016891,49.865902,12.126233,2.416918,-14.267311
78,96.09123229980469,83.55768585205078,80.20057678222656,0.367507228504157,-1.5033334240847742,45.95280136779887,-35.589455,2.7565987,8.228993,29.145472,3.6826556,-6.9547143,10.920253,-0.45193592,-16.051647,29.289635,-21.53843,1.4743062,5.2475696,5.0956397,7.107252,15.404931,12.442302,-25.915667,63.76732,-5.5833654,6.4891477,7.687637,1.2794203,-24.76709,18.098497,48.658848,12.154445,2.1935334,-14.216298
79,98.71977233886719,85.60317993164062,79.27252960205078,0.5489343468563259,-0.9595246987007203,46.144477689812334,-34.793476,1.4810401,8.6195755,25.209846,3.5234177,-7.145763,13.154886,-0.34457672,-14.353888,30.127697,-22.06207,1.3766446,5.435847,4.363255,6.697423,15.615847,11.986366,-26.546963,64.25754,-6.2696085,6.5395255,8.475577,1.4868609,-24.7721,18.619602,47.9581,12.321916,1.9745876,-14.325285
80,101.27217864990234,87.6084976196289,78.59493255615234,1.0210599000166645,-1.3520524405115453,46.51739061175213,-33.956,0.29521313,8.786378,24.886536,4.3163457,-6.3850017,15.230507,-0.3634488,-13.062053,31.26078,-21.580822,2.019591,5.607261,3.4257576,6.1762958,15.395727,11.700796,-26.251171,64.71846,-7.6451483,6.3786435,8.385885,2.1825452,-24.282066,19.332163,48.123493,12.711634,2.072721,-13.379952
81,103.75567626953125,89.57809448242188,78.22265625,1.442762398097083,-2.6633496471482605,46.631536959516325,-33.015785,-0.7754173,8.261196,26.572592,5.692157,-4.960574,17.035418,-0.62863046,-12.617948,33.484535,-19.144962,3.3281178,6.0098405,2.1523108,5.542099,15.218409,11.549771,-24.868639,65.179276,-8.324678,6.2100153,7.921764,3.8171957,-23.379004,20.19895,48.89036,12.11812,1.7968643,-12.597419
82,106.19866943359375,91.51671600341797,78.20643615722656,2.2461718982651337,-4.262751381313382,46.4619557736934,-32.110123,-2.0163157,6.938391,29.183723,7.8961105,-3.3484066,17.290413,-1.4420556,-12.691441,38.461334,-15.851924,5.428248,6.419717,0.9743972,4.9159846,14.896884,11.632621,-23.281052,64.93756,-8.390476,6.5463953,7.797387,4.9797173,-22.292795,21.965668,50.74301,11.755611,1.5992066,-11.65481
83,108.62471008300781,93.43537902832031,78.51354217529297,2.754295406837092,-5.307159785555698,46.48875387917288,-30.901438,-3.0591714,5.9969883,31.298128,7.9687085,-1.966683,14.571096,-2.3153338,-11.594344,46.762413,-10.17047,8.310458,6.673037,-0.4132375,4.9029417,13.897315,11.794833,-22.533077,64.26372,-8.764582,6.253947,8.656393,6.0068326,-21.164804,24.351007,53.30847,10.786051,1.6070635,-11.148416
84,111.04682922363281,95.31526947021484,78.94786071777344,2.697897727774563,-5.783094271503538,46.91282018838352,-29.620886,-3.8228242,4.582992,33.218807,6.117841,-0.7372854,10.120839,-1.9426094,-9.8249855,56.191322,-5.0932875,11.273069,6.564148,-1.3606938,5.052922,12.65167,12.074892,-21.617977,63.26239,-9.398268,5.5175443,9.986073,7.0841446,-20.03706,26.305592,56.32069,9.509444,1.1802949,-10.267595
85,113.46617126464844,97.12623596191406,79.78008270263672,2.3914431313394924,-5.655120169003425,47.90433805663096,-28.010586,-4.4038854,3.0493953,34.69012,3.5695438,0.425167,5.4420485,-4.183854,-10.957843,64.59311,-3.2302368,11.750746,6.446317,-2.0588827,5.417831,11.014331,12.454999,-21.038124,62.143333,-9.667229,4.9326315,10.73382,8.112401,-18.977058,28.392904,58.77723,7.6984015,0.9996119,-10.089957
86,115.87525939941406,98.8089828491211,80.58441925048828,2.359777775034475,-5.664624121184254,48.6514082377336,-25.613016,-4.37235,2.5760384,35.177967,1.3940238,1.1973611,-0.47028098,-7.812777,-13.064029,72.00247,-5.0324683,11.373332,5.822866,-2.737305,5.9546103,8.647125,13.07451,-21.584042,60.00553,-8.520168,4.5900807,11.300309,8.526029,-18.070469,30.319006,60.96721,6.076418,1.5964919,-9.425527
87,118.3004150390625,100.34014129638672,81.69123840332031,2.680780323789904,-4.941094099883855,49.41162823944653,-23.54857,-4.3993425,2.2406871,34.797836,-0.26695356,1.8992715,-5.977734,-12.247762,-14.870926,77.4838,-7.885689,10.835637,4.8593454,-3.260191,6.629316,6.2982163,13.599057,-22.118856,57.527164,-9.421247,4.8510914,12.650745,8.94559,-17.238968,31.015017,62.718777,4.6697955,2.5542908,-9.598684
88,120.75176239013672,101.68058776855469,81.85379028320312,3.800566940258543,-4.859532235364428,51.134331989439914,-21.416155,-5.6654096,1.2974522,34.71156,-3.6281972,2.1444597,-11.077377,-16.484522,-15.894275,79.558,-11.423722,8.216322,3.9733214,-3.3553157,7.417269,4.5008993,14.366998,-20.97171,53.512974,-6.2114143,3.0948415,11.703347,9.393135,-16.75145,31.15731,62.960133,3.5399072,1.9397736,-8.783926
89,123.20039367675781,102.8520736694336,82.36589050292969,2.724471469948592,-5.372534710997227,50.87860056513247,-18.74161,-4.1436286,-0.73684406,35.288406,-4.4174037,0.43059584,-14.722202,-17.91964,-14.604531,75.99926,-13.9589,7.68017,3.6272912,-3.3365898,7.945913,4.2598376,15.185757,-21.175516,49.19523,-8.138623,4.3669252,13.626868,9.535722,-16.174969,31.052076,63.501747,2.4066818,3.6442246,-9.123733
90,125.73611450195312,103.84597778320312,82.8409423828125,2.9078936984476824,-5.052165119877195,51.88550302209675,-16.937382,-3.129259,-0.70963323,35.261578,-6.145845,1.174308,-18.682632,-20.893393,-13.916376,73.16296,-14.381055,6.9433227,2.904153,-3.4307065,8.497236,4.233614,15.990324,-20.564547,44.00208,-8.980351,4.8219786,14.1603775,9.970487,-15.704573,30.650267,64.23873,3.355981,4.4083447,-8.9683075
91,128.3478546142578,104.6863784790039,82.85921478271484,2.9452935587044147,-5.22248640403674,53.13540144208183,-15.342347,-2.9641356,-3.0429716,36.10624,-7.4119954,0.14343838,-21.67527,-22.0864,-12.227442,68.359825,-14.004191,7.296561,2.6378365,-3.0162766,9.328318,4.266657,16.963755,-20.284365,39.065533,-9.494294,4.3482785,12.785416,10.292686,-15.508241,30.44782,64.55439,3.3235695,4.395854,-9.826984
92,131.05470275878906,105.41498565673828,83.05719757080078,2.8758961439308233,-4.119741658945555,55.447263890557345,-15.0685835,-2.2449517,-4.9067535,36.288113,-8.419463,-1.7738088,-23.9868,-22.625954,-9.142404,60.361355,-11.880216,8.061832,2.2388399,-2.8990033,10.165027,5.2081027,17.777288,-20.171463,34.23165,-9.202685,3.947386,12.369877,10.737436,-15.370441,29.49349,63.837875,2.858007,4.517501,-10.724472
93,133.82373046875,106.0093994140625,82.6756591796875,3.2475870983759005,-3.7526221741641157,57.47329421023185,-14.513552,-1.7961388,-6.7793097,37.31989,-10.826147,-3.1904037,-25.115845,-22.787785,-5.234727,52.68515,-9.500769,9.386247,2.251387,-2.4254487,10.626537,6.2042966,18.517359,-20.553537,31.312843,-9.264691,2.561244,11.222299,11.387416,-15.367544,28.94205,63.634125,2.470504,4.5210247,-10.404667
94,136.6132049560547,106.49168395996094,82.25011444091797,3.115574251415172,-3.0320767399017914,59.783495179213496,-14.896141,-0.9798162,-9.449654,39.01911,-13.102244,-4.8474083,-25.941843,-23.209852,-1.6920645,46.005344,-6.63355,11.098624,2.6284013,-1.9006227,11.164401,7.6163597,19.216562,-20.611694,28.367937,-7.9810643,2.1506286,10.932715,12.215076,-15.4148855,27.554745,63.436348,3.4108922,4.47969,-10.137591
95,139.3822021484375,106.84394836425781,81.72059631347656,2.7349123676588047,-1.721628486899686,62.517553756408276,-16.266779,0.102884896,-12.493721,40.760475,-15.502481,-6.541672,-26.600231,-24.441387,0.791534,40.454407,-4.872147,11.874959,3.2133553,-1.2642447,11.804848,9.461742,19.819622,-21.032782,27.210665,-6.582984,1.6237905,10.971961,12.309658,-15.543299,26.96549,63.962616,3.9358048,4.1797557,-10.3156595
96,142.09400939941406,107.02747344970703,80.9521255493164,2.4896164304168,-0.697419669412087,64.62068889564085,-17.883226,1.6099659,-14.618207,43.30816,-17.587296,-7.8880553,-26.736631,-25.275078,1.8771734,38.072,-4.4364023,12.762603,3.721199,-0.7397844,12.441091,11.284079,20.353058,-21.369799,26.565823,-4.922457,2.2235184,11.576896,12.51282,-15.668097,26.507807,63.695145,4.3694906,4.2603807,-10.792167
97,144.71414184570312,107.01713562011719,80.17892456054688,2.2241165469418642,-0.2008840043489857,66.6246523895127,-19.219856,2.9982133,-16.968035,45.863735,-18.844261,-9.362253,-26.859327,-25.715427,2.038564,37.792973,-4.5914598,13.2895775,4.2722526,-0.3409178,13.14065,13.06765,20.898,-21.141932,26.3026,-3.2495606,2.8130946,11.909538,12.08451,-15.831143,26.434772,63.453922,4.8062334,4.095159,-11.19911
98,147.22088623046875,106.80438232421875,79.34996795654297,1.8096554920179984,-0.4352826577128759,68.403438282436,-20.16253,4.446183,-19.31182,48.62857,-19.534084,-10.888979,-27.503403,-25.029636,3.0653718,39.568886,-3.3339043,14.034339,5.0157886,0.07976618,14.158945,14.892212,21.36062,-19.888388,25.775127,-2.3433,4.225083,13.38508,11.592917,-16.108421,26.450905,63.217484,5.661637,3.5524647,-11.796439
99,149.60203552246094,106.43205261230469,78.43792724609375,1.081969955210112,-0.14409240687240787,70.28419555192227,-22.343538,6.023987,-21.33578,51.91736,-19.653309,-12.50765,-28.078861,-24.759317,1.8701311,42.853996,-5.3050313,13.749599,5.5646925,0.45625192,15.421776,16.797628,21.801785,-18.966946,24.55933,-0.19620328,4.902158,14.605343,10.511281,-16.490429,26.42756,62.84218,5.992081,2.7220418,-12.787103
100,151.85923767089844,105.91645050048828,77.16150665283203,0.9522030375096431,-0.21909310245940672,72.50472497340007,-25.08239,7.267262,-22.829405,55.55905,-18.46251,-14.286246,-29.418798,-24.397688,0.4322058,47.565258,-7.018781,13.278054,6.0381913,0.7044793,16.994589,18.721832,22.197632,-17.89356,22.484425,1.2264712,5.3907394,16.487328,9.28396,-17.024837,26.058542,61.843575,6.0055556,2.1148398,-13.76504
101,153.96067810058594,105.32614135742188,76.82588195800781,-0.03223142302043573,-0.6856914909107198,74.58904737236284,-29.036177,8.679604,-24.164215,60.398445,-16.170385,-15.000033,-30.381588,-24.214994,-2.44681,53.23004,-11.236996,11.588743,6.304166,1.3754817,18.771872,20.28062,22.596504,-17.341246,19.752867,3.607895,6.056849,16.856594,7.3779845,-17.732721,25.80058,61.470394,6.257683,1.5746162,-14.617686
102,155.9551544189453,104.7336196899414,76.25292205810547,-0.5925866640194746,-0.7067612472945877,76.82090361034754,-33.93793,9.853012,-23.341515,66.97496,-13.219608,-14.646832,-30.789429,-23.733677,-4.679795,56.80742,-14.27547,10.716409,6.617487,2.0956578,20.401117,21.078995,22.807768,-16.670979,16.701757,3.9550946,5.9034095,16.642765,4.808839,-18.74316,25.579247,61.66198,5.315563,0.9214168,-13.926392
103,157.8417510986328,104.21571350097656,75.98676300048828,-1.131143302014445,-0.6636822770065949,79.12449928437985,-39.972404,10.624484,-20.339983,75.1109,-10.413057,-12.482815,-30.307337,-23.252577,-7.284154,58.944202,-16.66507,9.667426,6.6800056,2.881273,22.058157,21.053158,22.749939,-17.082312,14.0673065,5.827251,6.211838,16.455355,1.8106984,-20.078722,24.559319,62.660164,7.3869987,0.80299646,-13.713692
104,159.65634155273438,103.86138153076172,76.04109191894531,-1.666166003504739,0.2475799488424656,81.78195718576859,-46.18292,11.899499,-15.826401,82.52892,-9.5186615,-9.319702,-29.63732,-22.70187,-10.310686,59.358665,-18.701805,9.024521,6.823023,3.7021456,23.705385,20.711258,22.46465,-17.485077,11.0601635,8.47767,6.6740355,16.604712,-0.60717064,-21.726896,22.57043,62.348907,8.892735,0.9355878,-13.853071
105,161.4158935546875,103.71121215820312,76.3321304321289,-1.4577940711236879,0.5119186203233322,84.55751938163478,-50.820034,11.710869,-10.8068495,85.896866,-9.4906645,-7.25966,-28.728573,-22.598143,-12.2400055,60.13183,-19.771866,7.8119936,6.7432737,4.414742,25.711992,19.735607,22.07558,-18.136118,8.35704,11.134705,7.194832,15.887719,-3.2153804,-23.70496,20.693056,61.500904,10.053152,1.3822562,-13.588436
106,163.1265106201172,103.8304672241211,76.80248260498047,-0.8526066543521524,1.1382424691211421,87.08550752409832,-53.69704,11.323296,-4.90838,84.53271,-9.576798,-6.746682,-28.21166,-21.93169,-12.907631,60.135105,-20.116173,8.036053,6.0278387,4.8772244,28.075502,18.358894,21.668705,-19.150097,7.0709624,13.274179,6.9842734,14.951172,-6.305966,-26.010536,19.436935,60.15062,10.282447,1.4847156,-12.935
107,164.76292419433594,104.23729705810547,77.30223846435547,0.0036458505674416457,2.263641072909694,89.38501098867506,-55.406097,10.142261,0.43185377,80.26403,-9.093304,-6.7156157,-28.673391,-20.837524,-12.370691,60.323906,-19.693335,8.998002,5.4723206,5.3781137,29.793802,16.54285,21.251162,-20.33925,7.1692486,14.233256,7.137913,14.375065,-8.367119,-28.257782,18.7378,57.540844,9.703588,2.2766485,-12.956868
108,166.28677368164062,104.91645050048828,77.68379211425781,0.8660274440147265,4.322620684216154,91.86636680034215,-57.010033,9.996931,6.620612,73.80564,-6.3251653,-6.543406,-30.111496,-19.823452,-11.748849,60.778133,-19.76838,9.258269,4.978469,6.005331,29.793802,14.325759,20.615395,-22.421318,9.483199,16.253773,7.919838,14.959814,-9.570495,-30.089054,18.917553,54.465992,8.233008,3.4213583,-12.964558
109,167.634033203125,105.7923812866211,77.49592590332031,0.7090971075764847,6.150505779655742,93.53232940699962,-56.95991,10.55819,12.26641,67.53812,-4.604337,-6.2519493,-31.176138,-19.11165,-12.986547,62.163128,-20.561018,8.593549,4.6145573,6.642127,29.793802,11.906117,19.961676,-24.109076,11.700479,17.756445,9.141903,15.108809,-9.6039095,-31.393099,18.599869,50.14467,6.8289585,3.854352,-13.581624
110,168.79188537597656,106.79200744628906,76.99979400634766,0.6599247494764539,7.7250450024357225,95.01160545825121,-56.73055,9.8882,15.271612,60.9864,-2.310043,-7.225451,-32.699028,-18.583994,-13.488099,64.85456,-21.512,7.9062715,4.569045,6.9111047,29.793802,9.925585,19.39037,-25.748493,13.51148,18.705053,9.701467,15.703922,-9.006936,-32.182434,18.707386,45.816635,5.535177,4.057873,-14.006108
111,169.7584228515625,107.8395004272461,75.97218322753906,0.27434900135586193,9.12385877241818,96.07748071159989,-56.311832,10.332235,17.247343,55.85653,-1.2715021,-6.542184,-34.136257,-18.5399,-14.38503,68.68284,-23.123568,7.342172,4.660494,6.7777286,29.793802,8.030563,19.060335,-27.255907,15.163465,19.530329,10.187735,16.426632,-7.724205,-32.446297,18.94738,41.37117,3.1437924,4.11764,-14.898214
112,170.56004333496094,108.86686706542969,74.54866027832031,-0.39397594476831066,10.074218812732681,96.77197635135036,-57.01518,11.246856,17.36373,55.027355,-1.550629,-5.244921,-35.70277,-18.2711,-14.142741,73.55483,-24.616749,8.107184,4.9024887,6.085813,29.793802,6.5785093,19.037668,-27.958626,16.33271,20.139559,10.549343,16.669989,-5.8683686,-32.213303,19.50931,37.621037,-0.20402482,4.549756,-15.9674225
113,171.24977111816406,109.83765411376953,72.93941497802734,-1.2428332612701873,10.565957765479206,97.50485312581976,-58.48492,12.925127,17.184631,57.275017,-3.586093,-3.843855,-37.024094,-18.992584,-13.7058325,78.92072,-25.756916,9.070108,5.363751,5.0402956,29.793802,5.27357,19.31452,-28.51835,16.602215,21.312986,10.923469,17.61866,-3.8423629,-31.702864,20.375134,34.98459,-3.1063073,4.575959,-16.956991
114,171.8816375732422,110.75203704833984,71.76033020019531,-2.084294457698515,10.994407214158336,99.01669664234755,-60.821163,14.137118,15.873803,61.107746,-5.7692337,-2.528733,-37.699547,-20.405382,-13.45792,83.55294,-26.655113,10.029344,5.8408837,3.9900315,29.793802,4.8143725,19.890743,-28.900291,15.448704,22.796055,11.040334,17.757082,-1.7375337,-31.02643,21.135616,33.36111,-6.1352525,4.6852303,-18.119413
115,172.505615234375,111.62372589111328,70.431884765625,-2.863359797629229,11.125910013791106,100.71041788776972,-63.606583,14.91994,14.266386,65.45354,-7.915559,-2.0694733,-38.519337,-20.427849,-11.745462,87.984116,-27.831392,11.774466,6.3870296,2.8328712,29.793802,4.7212195,20.72525,-28.982216,13.8061285,25.696772,11.517079,19.059267,0.47293448,-30.289576,22.028656,32.37807,-8.382035,5.2631965,-19.0341
116,173.14259338378906,112.48817443847656,69.0006103515625,-3.109923955270284,11.063288447320408,102.85627831462428,-66.18969,15.598136,13.289387,70.40964,-11.4707,-0.6641233,-37.85817,-20.946053,-9.818579,92.473335,-28.734406,12.941763,7.160475,2.158895,29.793802,5.3084455,21.655336,-29.065502,11.03946,28.329615,11.740601,19.927027,3.545029,-29.356207,22.44022,31.778027,-10.513572,5.5361466,-20.52523
